Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_000718095.1	Streptomyces scopuliridis RB72	NRRL B-24574	8243500	275119	11	5802424	70.5	
GCA_003073355.1	Streptomyces scopuliridis RB72	RB72	7939832	38992	61	5593337	70.5	0.38
GCA_006335015.1	Streptomyces sedi	JCM 16909	6603797	245021	9	4815977	73	0.16
GCA_039537025.1	Streptomyces sedi	JCM 16909	6595748	41235	50	4803091	73	0.16
GCA_019890635.1	Streptomyces sennicomposti	RCPT1-4	7351330	95602	24	5372787	73	0.38
GCA_000725795.1	Streptomyces seoulensis	NRRL B-24310	6383407	273699	8	4590571	72	1.14
GCA_004328625.1	Streptomyces seoulensis	KCTC 9819	6426245	6339363	1	4617806	72	1.14
GCA_022846655.1	Streptomyces seoulensis	HEK131	6542274	6542274	1	4699841	72	0.95
GCA_040606335.1	Streptomyces seoulensis	NPDC005434	6327130	25980	70	4552391	72	1.01
GCA_040606385.1	Streptomyces seoulensis	NPDC005433	6382930	50723	38	4596212	72	0.95
GCA_039537145.1	Streptomyces shaanxiensis	JCM 16925	9886929	195508	13	6994741	71	0.51
GCA_003688995.1	Streptomyces shenzhenensis	193	10126223	212672	14	7231991	71.5	1.14
GCA_021462265.1	Streptomyces shenzhenensis	DSM 42034	10659425	185809	18	7605234	71.5	1.32
GCA_040630215.1	Streptomyces shenzhenensis	NPDC005833	10349078	53793	59	7379681	71.5	1.14
GCA_040645215.1	Streptomyces shenzhenensis	NPDC046842	10096980	142851	22	7201088	71.5	1.33
GCA_013870495.1	Streptomyces shenzhenensis subsp. oryzicola	W18L9	10129717	10913	261	7178034	71	1.14
GCA_001008345.1	Streptomyces showdoensis	ATCC 15227	8146620	101336	27	5949723	73	1.14
GCA_039535475.1	Streptomyces showdoensis	JCM 4830	8497953	4324196	1	6195364	73	1.61
GCA_039543605.1	Streptomyces siamensis	JCM 18409	10264970	369467	9	7310808	71	1.86
GCA_020328095.1	Streptomyces sichuanensis	SCA3-4	6953971	62247	30	5033004	72.5	0.93
GCA_001419745.1	Streptomyces silaceus	NRRL B-24166	8744139	20483	122	6303700	72	2.08
GCA_016745505.1	Streptomyces silvae	For3	7963858	64915	43	5688787	71.5	
GCA_036898485.1	Streptomyces silvae	B21-103	7814483	7675747	1	5573560	71.5	
GCA_001482415.1	Streptomyces silvensis	ATCC 53525	9741331	88345	38	7007976	72	0.51
GCA_029269905.1	Streptomyces silvisoli	RB6PN23	7881186	254380	10	5536623	70.5	2.71
GCA_039543625.1	Streptomyces similanensis	JCM 18410	8775663	106287	30	6398315	73	1.23
GCA_014649035.1	Streptomyces sindenensis	JCM 4164	7564582	183557	13	5431394	72	0.81
GCA_004122735.1	Streptomyces sioyaensis	DSM 40032	7847945	54690	41	5619311	71.5	1.17
GCA_016876065.1	Streptomyces sioyaensis	B-5408	7862213	1927626	2	5626207	71.5	1.17
GCA_021538815.1	Streptomyces sioyaensis	A5	7846140	49328	44	5603230	71.5	0.6
GCA_040641835.1	Streptomyces sioyaensis	NPDC020572	8769037	155186	20	6228624	71	0.41
GCA_040647475.1	Streptomyces sioyaensis	NPDC041207	8147004	336459	9	5801012	71	0.69
GCA_040679175.1	Streptomyces sioyaensis	NPDC052383	8370646	330814	10	5964488	71.5	1.04
GCA_009604385.1	Streptomyces smaragdinus	RB5	7857212	161565	13	5658915	72	0.51
GCA_017676345.1	Streptomyces smyrnaeus	DSM 42105	8077585	270321	10	5754632	71	1.7
GCA_040612675.1	Streptomyces smyrnaeus	NPDC006345	7960642	203411	12	5672531	71.5	1.2
GCA_040634265.1	Streptomyces smyrnaeus	NPDC007131	8258553	317566	10	5880268	71	1.14
GCA_040640595.1	Streptomyces smyrnaeus	NPDC022050	7960539	331866	9	5669208	71	1.17
GCA_039529215.1	Streptomyces sodiiphilus	JCM 13581	5562435	142409	14	4002934	72	1.03
GCA_020312175.1	Streptomyces solaniscabiei	FS75	8277434	154227	14	5967052	72	2.01
GCA_020312215.1	Streptomyces solaniscabiei	FS66	8274229	155430	15	5964447	72	2.01
GCA_020312265.1	Streptomyces solaniscabiei	N26	8270282	90653	24	5960226	72	2.01
GCA_020312315.1	Streptomyces solaniscabiei	FS70	8272591	113910	16	5962902	72	2.01
GCA_002982015.1	Streptomyces solincola	T5	6414515	13160	133	4725104	73.5	0.38
GCA_015689475.1	Streptomyces solisilvae	HNM0141	11639536	11639536	1	8267788	71	2.4
GCA_040303505.1	Streptomyces solisilvae	NPDC094478	11663173	146846	23	8281154	71	2.65
GCA_040629065.1	Streptomyces solisilvae	NPDC005985	11561000	129622	28	8211815	71	2.4
GCA_040653035.1	Streptomyces solisilvae	NPDC048052	11316202	243479	16	8049373	71	2.4
GCA_024349085.1	Streptomyces somaliensis	MRC016	5016248	4719386	1	3712618	74	
GCA_024349105.1	Streptomyces somaliensis	MRC009	5331133	4852438	1	3952904	74	
GCA_024349205.1	Streptomyces somaliensis	MRC001	5183435	4961914	1	3844846	74	
GCA_000258595.1	Streptomyces somaliensis DSM 40738	DSM 40738	5176903	33216	46	3837302	74	0.62
GCA_012396115.1	Streptomyces somaliensis DSM 40738	DSM 40738	4732004	13906	94	3499398	74	0.2
GCA_024349285.1	Streptomyces somaliensis DSM 40738	DSM 40738	4945925	29393	53	3644358	74	0.19
GCA_019336385.1	Streptomyces sp. 09ZI22	09ZI22	8044523	599835	5	5751326	71.5	0.68
GCA_007176755.1	Streptomyces sp. 1-11	1-11	7854933	378567	8	5701467	72.5	0.57
GCA_003595545.1	Streptomyces sp. 11-1-2	11-1-2	11655206	11603877	1	8257719	71	2.37
GCA_003635085.1	Streptomyces sp. 1114.5	1114.5	8364972	5316867	1	6098021	73	2.78
GCA_003013745.1	Streptomyces sp. 111WW2	111WW2	8593882	70562	42	6201311	72	
GCA_032598905.1	Streptomyces sp. 11x1	11x1	10672615	10541094	1	7562306	71	0.93
GCA_900215595.1	Streptomyces sp. 1222.2	1222.2	9514697	9478696	1	6783506	71.5	1.14
GCA_900105245.1	Streptomyces sp. 1222.5	1222.5	8852362	8662163	1	6367022	72	1.01
GCA_030010495.1	Streptomyces sp. 12257	12257	10918919	29043	103	7669451	70	1.14
GCA_002114215.1	Streptomyces sp. 13-12-16	13-12-16	8717887	8288	292	6211558	72	0.81
GCA_007096885.1	Streptomyces sp. 130	130	7140426	141317	15	5168209	72.5	0.49
GCA_900199205.1	Streptomyces sp. 1331.2	1331.2	8427392	7624416	1	6143697	73	2.4
GCA_020026305.1	Streptomyces sp. 135	135	8832922	8832922	1	6312629	71.5	0.63
GCA_900101975.1	Streptomyces sp. 136MFCol5.1	136MFCol5.1	7836607	378313	6	5471968	70	0.19
GCA_000424945.1	Streptomyces sp. 142MFCol3.1	142MFCol3.1	9726042	283296	14	6913301	71	2.18
GCA_025290915.1	Streptomyces sp. 15-116A	15-116A	7259197	21691	94	5171870	71	0.6
GCA_000818195.1	Streptomyces sp. 150FB	150FB	9803944	22563	112	6633586	70	1.2
GCA_040750495.1	Streptomyces sp. 16-176A	16-176A	7840514	108241	22	5744457	73.5	0.76
GCA_011055525.1	Streptomyces sp. 196(2019)	196	7369309	110457	22	5337071	72.5	0.75
GCA_900104865.1	Streptomyces sp. 2112.2	2112.2	8377187	8313629	1	5958639	71	1.17
GCA_900105775.1	Streptomyces sp. 2112.3	2112.3	8080548	7805832	1	5738942	71	1.01
GCA_900104935.1	Streptomyces sp. 2114.2	2114.2	8620263	8620163	1	6216444	72	
GCA_900187385.1	Streptomyces sp. 2114.4	2114.4	8074230	7982164	1	5734846	71	1.01
GCA_900105515.1	Streptomyces sp. 2131.1	2131.1	7489175	7224416	1	5366304	71.5	0.57
GCA_003751425.1	Streptomyces sp. 2132.2	2132.2	8222832	7772723	1	5953045	72.5	2.08
GCA_900105235.1	Streptomyces sp. 2133.1	2133.1	8130510	8039237	1	5772248	71	1.01
GCA_039766235.1	Streptomyces sp. 21So2-11	21So2-11	8445049	583871	5	5875144	69.5	0.57
GCA_003387455.1	Streptomyces sp. 2221.1	2221.1	8614390	8614390	1	6212466	72	
GCA_900105915.1	Streptomyces sp. 2224.1	2224.1	8000762	4114763	1	5684925	71	1.01
GCA_900105605.1	Streptomyces sp. 2231.1	2231.1	9263372	8816858	1	6639223	71.5	1.01
GCA_900105525.1	Streptomyces sp. 2314.4	2314.4	8345204	4749165	1	5933425	71	1.17
GCA_002300315.1	Streptomyces sp. 2321.6	2321.6	8186214	8020161	1	5811558	71	1.01
GCA_900221035.1	Streptomyces sp. 2323.1	2323.1	8212455	8212355	1	5846082	71	1.36
GCA_002797835.1	Streptomyces sp. 2333.5	2333.5	8230569	8230569	1	5859115	71	1.17
GCA_011765715.1	Streptomyces sp. 2BBP-J2	2BBP-J2	7458829	206245	12	5417085	72.5	
GCA_030167965.1	Streptomyces sp. 2P-4	2P-4	7480092	6930105	1	5514189	73.5	
GCA_002242735.1	Streptomyces sp. 2R	2R	8486085	78584	38	6051969	71.5	0.3
GCA_000383635.1	Streptomyces sp. 303MFCol5.2	303MFCol5.2	9550898	224806	13	6819769	71.5	0.51
GCA_002028385.1	Streptomyces sp. 3211	3211	8991292	8232231	1	6429127	71.5	1.33
GCA_003634815.1	Streptomyces sp. 3211.6	3211.6	8018716	7431091	1	5835013	73	1.89
GCA_003384865.1	Streptomyces sp. 3212.3	3212.3	9891705	9891705	1	6939497	70	1.7
GCA_900105265.1	Streptomyces sp. 3213.3	3213	10923892	10914512	1	7661410	70	0.57
GCA_900129855.1	Streptomyces sp. 3214.6	3124.6	9375551	9375451	1	6625536	70.5	1.33
GCA_031456635.1	Streptomyces sp. 3330	3330	9133025	282961	11	6572077	72	0.38
GCA_000383655.1	Streptomyces sp. 351MFTsu5.1	351MFTsu5.1	9330122	428484	9	6622410	71	0.38
GCA_023534745.1	Streptomyces sp. 35G-GA-8	35G-GA-8	8947393	321200	10	6289218	70.5	0.88
GCA_030124145.1	Streptomyces sp. 378	378	8671797	193114	14	6175908	71	0.05
GCA_006334905.2	Streptomyces sp. 3MP-14	3MP-14	7197316	310773	8	5283226	73.5	0.57
GCA_018070665.1	Streptomyces sp. 404i	404i	8081834	250164	12	5793977	71.5	
GCA_023501965.1	Streptomyces sp. 43Y-GA-1	43Y-GA-1	8205055	168126	17	5894270	72	0.32
GCA_002940705.1	Streptomyces sp. 46	46	8996216	288248	12	6408032	71	0.39
GCA_004563805.1	Streptomyces sp. 4R-3d	4R-3d	8495698	213677	14	6023350	71	1.64
GCA_014712245.1	Streptomyces sp. 5-10	5-10	11256386	139555	24	8018900	71	1.64
GCA_023630275.1	Streptomyces sp. 5-6(2022)	5-6(2022)	11157338	199523	20	7963495	71.5	1.64
GCA_002846455.1	Streptomyces sp. 5112.2	5112.2	8852242	8658659	1	6366929	72	1.01
GCA_030124175.1	Streptomyces sp. 549	549	6008617	189394	10	4345530	72.5	0.38
GCA_006681775.1	Streptomyces sp. 6(4)	6(4)	6708051	4346	448	4852228	72.5	
GCA_006540305.1	Streptomyces sp. 6-11-2	6-11-2	8725642	7981630	1	6221777	71.5	3.44
GCA_010523235.1	Streptomyces sp. 604F	604F	7086150	6900059	1	5172991	73	0.13
GCA_017979945.1	Streptomyces sp. 604F	604F	6912945	141446	14	5047263	73	0.13
GCA_016741785.1	Streptomyces sp. 7-21	XESTO7-21	4811356	341936	6	3533784	73.5	0.13
GCA_029392895.1	Streptomyces sp. 71268	71268	8379354	8379354	1	6120391	73	1.48
GCA_000816025.1	Streptomyces sp. 769	769	10338286	10100774	1	7402082	71.5	2.68
GCA_020177475.1	Streptomyces sp. 7G	7G	7848592	12009	197	5633598	72	0.19
GCA_003751445.1	Streptomyces sp. 840.1	840.1	8839408	5763059	1	6299702	71.5	0.38
GCA_004365705.1	Streptomyces sp. 846.5	846.5	9026238	5839458	1	6393826	71	3.5
GCA_022760275.1	Streptomyces sp. 891-h	891-h	7839538	7804062	1	5573590	71	1.33
GCA_004348315.1	Streptomyces sp. 8K308	8K308	7755217	17808	119	5623961	72.5	1.26
GCA_020176795.1	Streptomyces sp. 8L	8L	9078753	15698	166	6535525	72	1.7
GCA_013302945.1	Streptomyces sp. 8P21H-1	8P21H-1	1335511	8543	39	945709	71.5	
GCA_021246025.1	Streptomyces sp. 8ZJF_21	8ZJF_21	11426811	66803	48	8123387	71	2.02
GCA_016741825.1	Streptomyces sp. 9-7	CH9-7	8805876	381329	10	6314460	71.5	1.86
GCA_940670765.1	Streptomyces sp. A 4/2	A 4/2	8301676	235910	12	5833228	70.5	2.04
GCA_026008495.1	Streptomyces sp. A012304	A012304	9666357	66636	45	6920026	71.5	0.76
GCA_004795115.1	Streptomyces sp. A0592	A0592	8502705	235884	12	6148582	72.5	1.25
GCA_004795105.1	Streptomyces sp. A0642	A0642	8192665	240770	9	5846286	71.5	1.14
GCA_004795035.1	Streptomyces sp. A0958	A0958	7169687	166249	14	5131605	71.5	0.57
GCA_021496785.1	Streptomyces sp. A1-5	A1-5	9459690	9459690	1	6791730	72	2.48
GCA_022695635.1	Streptomyces sp. A10(2020)	A10(2020)	6984675	6984675	1	5128934	73.5	0.32
GCA_018982965.1	Streptomyces sp. A108	A108	8654812	57920	46	6251652	72	1.13
GCA_004795055.1	Streptomyces sp. A1136	A1136	8051778	166286	17	5760196	71.5	0.85
GCA_004795015.1	Streptomyces sp. A1277	A1277	7328010	114260	22	5257831	71.5	1.45
GCA_025656915.1	Streptomyces sp. A13(2022)	A13(2022)	8192048	31411	74	5943236	72.5	0.33
GCA_020034615.2	Streptomyces sp. A144	A144	8262828	8085429	1	5993808	72.5	0.15
GCA_004798575.1	Streptomyces sp. A1499	A1499	8717755	259018	10	6288909	72	0.17
GCA_004794975.1	Streptomyces sp. A1547	A1547	9192884	210358	13	6578997	71.5	1.2
GCA_018128905.1	Streptomyces sp. A2-16	A2-16	9796466	9765518	1	6944172	71	0.76
GCA_003041235.1	Streptomyces sp. A244	A244	8648123	612411	5	6179309	71.5	0.57
GCA_024213665.1	Streptomyces sp. A3M-1-3	A3M-1-3	7131042	166497	15	5019911	70.5	0.69
GCA_037908105.1	Streptomyces sp. A475	A475	4550408	8999	101	3190609	70	
GCA_018070645.1	Streptomyces sp. A73	A73	9274858	23073	112	6577857	71	
GCA_000297635.1	Streptomyces sp. AA0539	AA0539	5768564	178777	11	4206522	73	1.07
GCA_000280905.1	Streptomyces sp. AA1529	AA1529	7285977	121115	20	5300314	72.5	0.13
GCA_000158875.1	Streptomyces sp. AA4	AA4	9175669	218500	13	6386800	70	3.09
GCA_041862025.1	Streptomyces sp. AB3(2024)	AB3	8803699	51120	50	6381971	72.5	2.51
GCA_024268275.1	Streptomyces sp. AC04842	AC04842	7831043	33329	75	5625924	72	0.25
GCA_003248335.1	Streptomyces sp. AC1-42T	AC1-42T	7273138	2461044	2	5201442	71.5	0.76
GCA_003248355.1	Streptomyces sp. AC1-42W	AC1-42W	7648131	3945785	1	5472638	71.5	1.61
GCA_963924135.1	Streptomyces sp. AC2023		10631911	1826751	2	7447634	70	0.32
GCA_019049345.1	Streptomyces sp. AC495_CC817	AC495_CC817	13273027	97417	34	9407881	71	75.22
GCA_019049325.1	Streptomyces sp. AC512_CC834	AC512_CC834	9005502	158243	15	6429245	71.5	0.76
GCA_019049285.1	Streptomyces sp. AC550_RSS872	AC550_RSS872	10128675	109425	28	7138620	70.5	0.38
GCA_019049245.1	Streptomyces sp. AC555_RSS877	AC555_RSS877	10363978	147547	23	7303413	70.5	0.51
GCA_019049255.1	Streptomyces sp. AC558_RSS880	AC558_RSS880	9357728	175501	17	6712817	71.5	0.88
GCA_019049125.1	Streptomyces sp. AC602_WCS936	AC602_WCS936	8306804	180090	14	5975523	72	0.88
GCA_019049165.1	Streptomyces sp. AC627_RSS907	AC627_RSS907	9062913	54646	46	6530297	72	11.74
GCA_028200735.1	Streptomyces sp. ACA25	ACA25	5433563	299656	6	3882570	71.5	0.38
GCA_003403055.1	Streptomyces sp. AcE210	AcE210	10567477	6396991	1	7438074	70.5	2.51
GCA_000818175.1	Streptomyces sp. AcH 505	AcH 505	9005794	19180	143	6082744	70	3.36
GCA_000177175.2	Streptomyces sp. ACT-1	XylebKG-1	8731683	6030272	1	6296382	72	
GCA_003143935.1	Streptomyces sp. Act143	Act143	9621493	310736	11	6856572	71.5	1
GCA_027270795.1	Streptomyces sp. ActVer	ActVer	11223334	19949	172	7867714	70	1.45
GCA_028884895.1	Streptomyces sp. AD16	AD16	6910361	6910361	1	5046582	73	0.13
GCA_016893565.2	Streptomyces sp. AD2-2	AD2-2	10239499	9978475	1	7205471	70.5	0.76
GCA_025641845.1	Streptomyces sp. AD2-2	AD2-2	10235239	9974254	1	7202335	70.5	0.38
GCA_016893505.2	Streptomyces sp. AD2-3	AD2-3	10115428	9843937	1	7123924	70.5	
GCA_041402325.1	Streptomyces sp. AD55	AD55	6907131	95530	25	5087078	73.5	1.52
GCA_027920075.1	Streptomyces sp. AD681	AD681	8794795	288023	12	6331295	72	1.44
GCA_003846165.1	Streptomyces sp. ADI91-18	ADI91-18	8639978	53788	43	6084259	72.5	1.49
GCA_003846195.1	Streptomyces sp. ADI92-24	ADI92-24	9312630	67629	38	6398850	70.5	0.76
GCA_003846155.1	Streptomyces sp. ADI93-02	ADI93-02	8410972	77782	36	5890113	71	0.38
GCA_003721495.1	Streptomyces sp. ADI95-16	ADI95-16	9086421	8184000	1	6545503	72	1.58
GCA_003846175.1	Streptomyces sp. ADI95-17	ADI95-17	10032992	66096	44	6908597	70.5	1.75
GCA_003846185.1	Streptomyces sp. ADI96-02	ADI96-02	6989279	67230	32	4955653	72	
GCA_003846265.1	Streptomyces sp. ADI96-15	ADI96-15	7085913	46611	48	5052200	73	1.28
GCA_003846275.1	Streptomyces sp. ADI97-07	ADI97-07	8346702	78044	32	5858997	71	0.13
GCA_003846255.1	Streptomyces sp. ADI98-10	ADI98-10	7723553	44943	56	5408688	71.5	0.69
GCA_003846285.1	Streptomyces sp. ADI98-12	ADI98-12	7243116	65000	33	5193890	73.5	0.69
GCA_008042145.1	Streptomyces sp. adm13(2018)	adm13(2018)	7918762	20698	121	5726004	72.5	2.7
GCA_033441795.1	Streptomyces sp. ADMS	ADMS	8967778	44641	62	6282651	70	0.57
GCA_041028235.1	Streptomyces sp. AFD10	AFD10	7819391	695474	4	5680173	72.5	0.38
GCA_900215565.1	Streptomyces sp. Ag109_G2-15	Ag109_G2-15	10184498	8068055	1	7235611	71	0.38
GCA_003814735.1	Streptomyces sp. Ag109_G2-6	Ag109_G2-6	8151123	2808900	2	5922119	72.5	2.4
GCA_003814875.1	Streptomyces sp. Ag109_O5-1	Ag109_O5-1	12003927	11643955	1	8456561	70.5	1.89
GCA_900105755.1	Streptomyces sp. Ag109_O5-10	Ag109_O5-10	9458099	9394050	1	6759888	71.5	0.25
GCA_900215615.1	Streptomyces sp. Ag82_G6-1	Ag82_G6-1	8434102	8400668	1	6015081	71.5	
GCA_900182715.1	Streptomyces sp. Ag82_O1-12	Ag82_O1-12	8443795	8410361	1	6021745	71.5	
GCA_002300485.1	Streptomyces sp. Ag82_O1-15	Ag82_O1-15	11733994	11703113	1	8229167	70	2.68
GCA_001598115.2	Streptomyces sp. AgN23	AgN23	10858739	10858739	1	7695468	71	2.49
GCA_041862005.1	Streptomyces sp. AGS-58	AGS-58	8194032	479380	6	5924006	72.5	0.66
GCA_036857595.1	Streptomyces sp. AHA2	AHA2	7759698	350819	8	5620256	72.5	0.43
GCA_029961205.1	Streptomyces sp. AJ-1	AJ-1	6948422	468333	4	5108917	73.5	0.88
GCA_013450295.1	Streptomyces sp. AJS327	AJS327	6744653	1971771	2	4916988	73	2.59
GCA_014207295.1	Streptomyces sp. AK010	AK010	8251373	178809	15	5876581	71.5	0.38
GCA_033795305.1	Streptomyces sp. AK02-01A	AK02-01A	8213441	135407	17	5713973	69.5	3.44
GCA_033795225.1	Streptomyces sp. AK02-04a	AK02-04a	11972916	224769	17	8388355	70	2.18
GCA_033795195.1	Streptomyces sp. AK04-3B	AK04-3B	8852982	24703	118	6342842	71.5	0.38
GCA_033795185.1	Streptomyces sp. AK04-4c	AK04-4c	7731914	681268	5	5519045	71.5	
GCA_033795145.1	Streptomyces sp. AK08-01A	AK08-01A	9771973	309849	11	6788319	69.5	0.76
GCA_033795125.1	Streptomyces sp. AK08-01B	AK08-01B	9771474	318868	11	6787969	69.5	0.76
GCA_033795085.1	Streptomyces sp. AK08-02	AK08-02	10481500	364382	11	7355671	70	1.65
GCA_004798565.1	Streptomyces sp. Akac8	Akac8	7299510	208382	11	5276980	72.5	0.38
GCA_002276245.1	Streptomyces sp. alain-838	alain-838	8390376	26110	96	6031238	72	
GCA_002277855.1	Streptomyces sp. Alain-F2R5	Alain-F2R5	8083365	34813	67	5814557	72	0.79
GCA_030287445.1	Streptomyces sp. ALI-76-A	ALI-76-A	9691142	7756765	1	6917086	71.5	1.17
GCA_030719255.1	Streptomyces sp. Alt1	Alt1	9456810	9111196	1	6688231	70.5	
GCA_030719235.1	Streptomyces sp. Alt2	Alt2	9616002	9515779	1	6796012	70.5	0.38
GCA_030719215.1	Streptomyces sp. Alt3	Alt3	8654387	8355599	1	6105069	70.5	
GCA_030732165.1	Streptomyces sp. Alt4	Alt4	9575529	7322165	1	6768280	70.5	0.38
GCA_029167645.1	Streptomyces sp. AM 2-1-1	AM 2-1-1	7215805	7134031	1	5202718	72	
GCA_029167585.1	Streptomyces sp. AM 3-1-1	AM 3-1-1	7337058	7337058	1	5377827	73.5	
GCA_029167625.1	Streptomyces sp. AM 4-1-1	AM 4-1-1	7465012	7168657	1	5290877	71	1.12
GCA_032229305.1	Streptomyces sp. AM2-3-1	AM2-3-1	9114769	9114769	1	6337910	69.5	
GCA_032229325.1	Streptomyces sp. AM8-1-1	AM8-1-1	8473713	8473713	1	5970839	70.5	0.85
GCA_021665875.1	Streptomyces sp. AMCC400023	AMCC400023	10694683	10556261	1	7623133	71.5	1.18
GCA_003259355.1	Streptomyces sp. Amel2xB2	Amel2xB2	7011625	420500	6	5041165	72	
GCA_900177255.1	Streptomyces sp. Amel2xC10	Amel2xC10	7976204	375417	7	5743281	72	
GCA_000383935.1	Streptomyces sp. Amel2xE9	Amel2xE9	8252435	238484	14	6017421	73	0.76
GCA_900090115.1	Streptomyces sp. AmelKG-A3	AmelKG-A3	7135111	338966	9	5149498	72	0.13
GCA_002705725.1	Streptomyces sp. AmelKG-D3	AmelKG-D3	7969495	178446	11	5747750	72	0.62
GCA_002705975.1	Streptomyces sp. AmelKG-E11A	AmelKG-E11A	8386301	232034	14	6052652	72	0.9
GCA_029958285.1	Streptomyces sp. AN-3	AN-3	8166235	527477	6	5926553	72.5	0.09
GCA_022698285.1	Streptomyces sp. AN091965	AN091965	9837143	9741347	1	7153711	72.5	0.69
GCA_022808175.1	Streptomyces sp. AP-93	AP-93	9384889	215848	14	6707120	71.5	2.59
GCA_022815725.1	Streptomyces sp. APSN-46.1	APSN-46.1	6625039	325762	5	4740330	71.5	0.06
GCA_023554615.1	Streptomyces sp. AS02	AS02	10053542	170347	20	7097170	70.5	2.54
GCA_030766745.1	Streptomyces sp. AS13	AS13	7979442	33918	65	5787216	72.5	0.45
GCA_001279985.1	Streptomyces sp. AS58	AS58	10576888	126856	27	7500716	71	0.95
GCA_025399895.1	Streptomyces sp. ASQP_92	ASQP_92	8133314	297940	7	5793025	71	1.42
GCA_018728545.1	Streptomyces sp. ATCC 21386	ATCC 21386	10004316	658502	5	7105099	71	0.86
GCA_033794985.1	Streptomyces sp. ATCC51928	ATCC 51928	8095808	463277	7	5819758	72	0.32
GCA_029946625.1	Streptomyces sp. ATE26	ATE26	7983217	25306	97	5778062	72.5	0.95
GCA_000373645.1	Streptomyces sp. ATexAB-D23	ATexAB-D23	7948485	258536	11	5701025	71.5	0.88
GCA_015999245.1	Streptomyces sp. AV19	AV19	7521214	73745	31	5427365	72.5	3.46
GCA_029617805.1	Streptomyces sp. AV19	AV19	7671946	4053991	1	5535281	72	4.78
GCA_001469455.2	Streptomyces sp. AVP053U2	AVP053U2	7759417	137942	18	5575256	72	0.46
GCA_029968015.1	Streptomyces sp. B-S-A12	B-S-A12	8455603	164732	18	6002846	71	2.68
GCA_029968035.1	Streptomyces sp. B-S-A6	B-S-A6	8348439	155201	18	5948988	71.5	4.23
GCA_029968095.1	Streptomyces sp. B-S-A8	B-S-A8	7045620	187674	12	5033400	71.5	3.4
GCA_029866785.1	Streptomyces sp. B146	B146	8759250	8759250	1	6333378	72.5	
GCA_018070605.1	Streptomyces sp. B15	B15	7945032	64558	35	5657816	71	0.76
GCA_031932565.1	Streptomyces sp. B1866	B1866	6972251	20691	101	5181225	74.5	0.73
GCA_002910985.1	Streptomyces sp. B188M101	B188M101	8223974	23859	103	5885530	71.5	0.19
GCA_030816615.1	Streptomyces sp. B1I3	B1I3	7519592	7519592	1	5321338	71	
GCA_036898905.1	Streptomyces sp. B21-079	B21-079	9873215	9398376	1	7045299	71.5	0.38
GCA_036898825.1	Streptomyces sp. B21-083	B21-083	10497244	5416198	1	7333217	70	1.42
GCA_036898735.1	Streptomyces sp. B21-088	B21-088	7719218	7575848	1	5476518	71	0.47
GCA_036898705.1	Streptomyces sp. B21-089	B21-089	7860902	7726118	1	5578302	71	0.47
GCA_036898585.1	Streptomyces sp. B21-097	B21-097	9623493	9544517	1	6886889	71.5	0.32
GCA_036898505.1	Streptomyces sp. B21-101	B21-101	9893184	2915886	2	7057914	71.5	0.85
GCA_036898515.1	Streptomyces sp. B21-102	B21-102	9886608	2242189	2	7049788	71.5	0.38
GCA_036873195.1	Streptomyces sp. B21-104	B21-104	7915048	7915048	1	5614677	71	0.66
GCA_036898465.1	Streptomyces sp. B21-105	B21-105	9212996	9152429	1	6550003	71	0.57
GCA_036898405.1	Streptomyces sp. B21-106	B21-106	9218862	532703	6	6579768	71.5	
GCA_036898445.1	Streptomyces sp. B21-108	B21-108	11243440	8173474	1	7936291	70.5	2.23
GCA_002910935.1	Streptomyces sp. B226SN101	B226SN101	8273663	25700	100	5925911	71.5	0.19
GCA_039871835.1	Streptomyces sp. B22F1	B22F1	7861484	153548	17	5752414	73	0.38
GCA_004000405.1	Streptomyces sp. B27	B27	7626984	261145	10	5483811	72	0.68
GCA_004000395.1	Streptomyces sp. B29(2018)	B29(2018)	7443329	448530	7	5454949	73.5	1.17
GCA_030816875.1	Streptomyces sp. B3I7	B3I7	7983463	7469025	1	5742533	72	
GCA_030816915.1	Streptomyces sp. B3I8	HBUD30310 B3I8	7983181	7518387	1	5751849	72	
GCA_030817335.1	Streptomyces sp. B4I13	B4I13	9533671	9163617	1	6817159	71.5	0.38
GCA_039871555.1	Streptomyces sp. B5E4	B5E4	8541127	211647	12	6231697	73	
GCA_002551475.1	Streptomyces sp. b62	b62	7818569	63977	34	5600800	71.5	0.19
GCA_039871525.1	Streptomyces sp. B6B3	B6B3	9210258	322185	9	6716010	73	0.6
GCA_002551465.1	Streptomyces sp. b84	b84	8714623	80138	35	6230054	71.5	0.19
GCA_039871565.1	Streptomyces sp. B8F3	B8F3	8703763	252757	12	6342510	73	
GCA_018070565.1	Streptomyces sp. B93	B93	7991637	164477	16	5745534	72	0.51
GCA_002551425.1	Streptomyces sp. b94	b94	8028544	14459	160	5825428	72.5	1.33
GCA_018070535.1	Streptomyces sp. b94	B94	8150972	183592	15	5835268	71.5	0.35
GCA_009769735.1	Streptomyces sp. BA2	BA2	10043478	9441140	1	7022274	70	0.28
GCA_019029485.1	Streptomyces sp. Babs14	Babs14	7999102	7884453	1	5810441	72.5	
